,venueID,category,nearby_same_category,total_nearby
2393,4419,Board Store,2,5026
2400,2659,Restaurant,1607,5569
2403,17542,Health and Beauty Service,150,4980
2404,30868,"Cafe, Coffee, and Tea House",226,5020
2405,4972,Boutique,49,5096
2407,2786,"Cafe, Coffee, and Tea House",219,4753
2419,2781,Restaurant,894,3217
2430,10351,Art Gallery,83,4714
2431,7884,Art Gallery,83,4689
2432,7537,Pet Supplies Store,10,1307
2433,36325,Hiking Trail,3,3838
2442,12743,Art Gallery,55,4698
2450,30434,Fashion Retail,264,6440
2453,20222,Restaurant,1676,5650
2468,25995,Restaurant,1135,3946
2471,633,Lodging,28,4134
2476,21890,Automotive Shop,2,1067
2485,35117,Harbor or Marina,2,1211
2489,8055,Restaurant,17,80
2490,7283,Hospital,0,57
2491,15359,Government Building,1,124
2493,26494,Financial Service,6,117
2494,20751,Health and Beauty Service,1,117
2495,9981,"Cafe, Coffee, and Tea House",4,124
2496,7417,"Cafe, Coffee, and Tea House",4,117
2500,10840,Restaurant,43,151
2501,29774,Restaurant,84,363
2503,21946,Restaurant,16,75
2505,4863,"Cafe, Coffee, and Tea House",19,426
2507,16518,Restaurant,32,130
2508,32357,Gym and Studio,0,113
2516,7677,"Cafe, Coffee, and Tea House",4,86
2519,9042,Restaurant,33,120
2521,17228,Restaurant,40,130
2524,15607,Automotive Shop,5,78
2525,23426,Restaurant,34,119
2529,23639,Restaurant,32,115
2534,10836,Gym and Studio,2,127
2535,7392,Restaurant,32,134
2540,12925,Bagel Shop,1,136
2544,13127,Hospital,1,73
2547,12662,Donut Shop,1,84
2549,8177,Hospital,0,149
2550,7914,Education,18,149
2561,18215,Office Supply Store,0,119
2563,3126,Food and Beverage Retail,13,409
2567,9543,Restaurant,46,186
2578,17384,Bagel Shop,1,107
2581,22100,Automotive Retail,0,58
2592,9314,Restaurant,108,450
2593,4643,Food and Beverage Retail,12,346
2594,22107,Physician,1,139
2598,13870,Restaurant,158,624
2599,17833,Bookstore,0,67
2600,1745,Furniture and Home Store,1,41
2605,19020,Restaurant,11,47
2606,17474,Restaurant,8,38
2607,21830,Food and Beverage Retail,3,59
2608,30593,Education,2,73
2611,19998,General Entertainment,1,70
2613,17582,Restaurant,10,63
2614,79,Bar,543,4755
2620,29818,Bar,112,865
2621,5455,Restaurant,238,945
2622,8011,Performing Arts Venue,212,5331
2623,32239,Restaurant,1577,5465
2625,7460,"Cafe, Coffee, and Tea House",17,410
2627,18886,Plaza,5,412
2628,8059,Comedy Club,10,6347
2631,18701,Restaurant,33,130
2634,7952,Comedy Club,8,4786
2635,36695,Comedy Club,9,5375
2636,22935,Parking,6,67
2642,1090,Performing Arts Venue,124,5140
2643,218,Bar,543,4770
2644,7699,Restaurant,29,120
2645,8225,Lodging,93,6028
2646,930,Hobby Store,4,6572
2647,21922,Education,18,516
2648,15714,Bookstore,0,641
2649,2865,Bar,305,2960
2650,2959,Bar,391,4721
2651,5443,Restaurant,921,3012
2652,25007,Comedy Club,8,4659
2654,26039,Bar,38,417
2655,8511,Art Gallery,4,496
2660,33738,Bar,578,5810
2663,9051,Bar,6,104
2664,20559,Restaurant,59,257
2665,19233,Restaurant,251,951
2668,22242,Art Gallery,4,603
2670,2322,"Cafe, Coffee, and Tea House",236,5178
2672,11977,Restaurant,18,65
2674,26822,Board Store,0,96
2675,15317,Library,0,72
2676,30637,Education,71,3502
2678,13704,Food and Beverage Retail,1,44
2679,17788,Donut Shop,0,52
2680,19309,Structure,9,725
2681,16072,Bar,27,802
2683,27523,Bookstore,1,375
2692,13923,Government Building,3,148
2695,32104,Bar,650,5551
2700,4142,Comedy Club,9,5210
2702,3668,Bridge,6,2629
2703,23468,Comedy Club,11,6649
2704,7243,Bar,3,74
2706,16085,Education,15,380
2709,11810,Restaurant,6,33
2710,17921,Restaurant,5,45
2711,65,Performing Arts Venue,123,4205
2712,4647,Bar,633,5457
2721,9169,Food and Beverage Retail,104,4659
2727,21660,Bar,91,1086
2728,24176,Sporting Goods Retail,10,1123
2730,319,Restaurant,298,1091
2732,13708,Running and Track,1,906
2733,1827,Bar,94,1101
2734,6224,Medical Center,3,1116
2735,32135,Restaurant,321,1172
2738,2327,Restaurant,1775,5723
2739,751,Stadium,9,459
2740,3774,Performing Arts Venue,25,1824
2741,27224,"Cafe, Coffee, and Tea House",43,1028
2742,29807,Restaurant,311,1109
2744,862,Bar,97,1107
2745,12976,Stadium,2,177
2746,196,Bar,588,5130
2749,811,Restaurant,211,821
2750,12101,Park,69,2217
2751,4531,Food and Beverage Retail,57,1054
2753,34062,Sporting Goods Retail,10,1091
2754,30033,Lodging,2,1074
2757,2169,Restaurant,1907,6370
2758,29723,Bar,609,5115
2759,1270,Garden,6,812
2761,117,Performing Arts Venue,90,2183
2762,3348,Lodging,117,6757
2763,1434,Structure,146,6569
2765,1549,Bar,419,4984
2769,1546,Bar,88,972
2770,16533,Bagel Shop,0,154
2771,13519,Golf,0,135
2772,2265,Performing Arts Venue,13,678
2773,863,Bar,91,1086
2774,3166,Restaurant,104,419
2775,5245,Park,11,484
2778,9440,Food and Beverage Retail,57,1104
2779,819,Bar,92,1096
2781,19800,Restaurant,288,1050
2784,35919,Event Space,64,4508
2785,36011,Event Space,63,4531
2786,3700,Restaurant,257,864
2790,3524,Bookstore,3,1196
2791,487,Bar,182,1999
2792,19712,Bar,637,5493
2795,1550,Movie Theater,5,1057
2797,1821,Bar,99,1179
2798,4220,Restaurant,308,1100
2800,11738,Dessert Shop,23,1078
2802,26184,Bar,575,4952
2803,1245,Bar,100,1240
2806,2715,Bar,140,820
2807,21664,Bar,137,870
2808,33793,Restaurant,1498,5146
2809,20629,Bar,13,182
2813,14121,Government Building,13,885
2814,23030,Parking,5,875
2815,8262,"Cafe, Coffee, and Tea House",26,905
2818,32680,Food and Beverage Retail,104,5849
2819,18216,Pharmacy,5,322
2821,3144,Dessert Shop,14,903
2823,17917,Scenic Lookout,10,1418
2824,3091,Museum,10,3481
2825,35103,Scenic Lookout,10,1627
2826,4675,Pet Supplies Store,1,140
2830,8947,Breakfast Spot,3,954
2831,27611,Financial Service,5,99
2832,6878,Computers and Electronics Retail,4,232
2833,6332,Fuel Station,10,516
2836,11568,Computers and Electronics Retail,3,598
2837,6216,Food and Beverage Retail,13,477
2838,29525,Landmarks and Outdoors,0,295
2839,16238,"Cafe, Coffee, and Tea House",8,294
2840,5433,Restaurant,235,967
2841,13651,Health and Beauty Service,21,1038
2844,16796,Restaurant,184,821
2847,21233,Pharmacy,6,371
2848,29793,Health and Beauty Service,10,362
2849,19130,Vintage and Thrift Store,1,354
2850,13902,Government Building,2,212
2852,14740,Pharmacy,7,898
2853,11841,Laundry Service,6,879
2854,15959,Office Supply Store,1,914
2856,21824,Structure,6,314
2857,2746,Juice Bar,2,1043
2858,28773,Fashion Retail,31,1174
2859,25797,Computers and Electronics Retail,3,198
2861,9646,Restaurant,190,832
2862,18348,Plaza,3,313
2864,22311,Government Building,5,326
2865,29691,Department Store,1,88
2866,23698,Hardware Store,0,89
2869,20391,Department Store,3,281
2870,17291,Dessert Shop,1,280
2871,16578,Fuel Station,10,648
2872,2788,Bakery,9,918
2873,8835,Government Building,11,1152
2874,19199,Office,12,913
2877,24473,Government Building,6,270
2882,20347,Hardware Store,2,255
2885,1743,Restaurant,194,855
2886,7340,Movie Theater,0,531
2889,4556,Restaurant,24,132
2890,2550,Restaurant,237,918
2891,27745,Plaza,0,460
2892,9757,Computers and Electronics Retail,8,459
2893,13032,Fashion Retail,7,458
2903,17900,Harbor or Marina,10,1142
2904,30041,Harbor or Marina,10,1154
2905,6502,Bar,102,872
2907,27002,Landmarks and Outdoors,0,272
2908,3177,Restaurant,79,386
2909,20380,Restaurant,160,614
2910,8010,Restaurant,190,838
2912,30023,Park,11,315
2914,13298,Furniture and Home Store,6,184
2915,6270,Furniture and Home Store,5,184
2916,3299,Shopping Mall,4,273
2917,32178,Department Store,14,275
2918,10560,Department Store,14,273
2919,21951,Gym and Studio,0,272
2920,9453,Fashion Retail,40,271
2921,2616,Restaurant,62,273
2924,17986,Restaurant,199,860
2926,12338,Furniture and Home Store,3,230
2927,15012,Restaurant,51,221
2929,25064,Hardware Store,2,298
2932,10288,Restaurant,47,210
2933,25543,Furniture and Home Store,3,192
2938,10095,Automotive Shop,4,642
2940,34524,Spiritual Center,35,6740
2942,2565,Bar,102,882
2946,26091,General Entertainment,100,6094
2947,8036,"Cafe, Coffee, and Tea House",31,1023
2948,1698,Restaurant,143,661
2950,9285,Gym and Studio,19,906
2951,3072,Restaurant,216,904
2966,28182,Dessert Shop,10,900
2967,4345,Movie Theater,1,466
2968,15313,Cemetery,2,150
2970,30612,Miscellaneous Store,3,84
2971,23496,Health and Beauty Service,5,85
2972,17197,Donut Shop,0,87
2973,18363,Gym and Studio,23,1058
2974,3084,"Cafe, Coffee, and Tea House",34,951
2975,1466,Performing Arts Venue,10,874
2977,7982,Food and Beverage Retail,15,850
2979,30233,General Entertainment,12,901
2980,3409,Bar,114,893
2983,14183,Food and Beverage Retail,8,279
2987,37018,Bar,122,1033
2988,34864,Cemetery,0,1154
2989,12924,Financial Service,9,887
2998,24195,Parking,5,978
3000,23207,Restaurant,154,607
3001,18232,Harbor or Marina,5,308
3002,29939,States and Municipalities,1,411
3003,24146,Structure,22,617
3006,5422,Restaurant,128,676
3010,2836,Plaza,32,6426
3012,16129,Bar,2,73
3014,14363,Park,37,1162
3016,3054,"Cafe, Coffee, and Tea House",28,849
3018,9697,Health and Beauty Service,23,888
3019,4597,Restaurant,167,692
3020,33755,Restaurant,203,798
3034,33359,Government Building,7,272
3038,33087,Bakery,60,6392
3040,2600,"Cafe, Coffee, and Tea House",32,916
3041,6920,Park,34,977
3044,8084,Restaurant,88,352
3056,9282,Restaurant,130,508
3057,4506,Department Store,1,443
3058,7302,Food and Beverage Retail,60,2267
3059,11507,Winery,2,738
3062,17817,Gym and Studio,13,514
3066,5812,Office Supply Store,2,619
3068,34812,Other Great Outdoors,43,6610
3074,2787,Restaurant,224,893
3077,28864,Restaurant,242,928
3078,4732,Performing Arts Venue,15,732
3079,724,Restaurant,680,2355
3080,10228,"Cafe, Coffee, and Tea House",13,335
3081,16598,"Cafe, Coffee, and Tea House",2,104
3082,7023,Movie Theater,20,3664
3084,1335,Bar,84,922
3085,17178,Bar,96,1031
3087,23113,Government Building,0,77
3088,864,Bar,98,1087
3089,30147,Basketball,1,198
3090,21494,Furniture and Home Store,0,270
3091,18120,Education,9,336
3093,10613,Food and Beverage Retail,10,216
3094,19995,Restaurant,26,106
3095,4998,Park,15,679
3096,413,Bookstore,4,874
3097,31331,Bar,58,775
3098,33914,"Cafe, Coffee, and Tea House",32,767
3100,15333,Bar,84,974
3103,1424,Performing Arts Venue,217,5615
3105,22650,"Cafe, Coffee, and Tea House",40,815
3106,15145,Pharmacy,11,334
3108,29740,"Cafe, Coffee, and Tea House",2,91
3109,29477,Other Great Outdoors,2,301
3114,30642,Education,7,191
3115,20170,Laundry Service,8,310
3118,8314,Pharmacy,11,330
3120,6403,"Cafe, Coffee, and Tea House",193,4005
3121,28525,States and Municipalities,3,190
3122,13409,Restaurant,38,162
3126,24397,States and Municipalities,0,285
3129,5542,"Cafe, Coffee, and Tea House",121,2509
3130,2010,Restaurant,38,124
3131,3357,Movie Theater,0,97
3132,32942,Restaurant,310,1108
3133,10501,Dessert Shop,24,1202
3134,1357,Movie Theater,27,5484
3135,2580,Bar,667,5859
3138,21274,Fuel Station,0,66
3139,16816,Fuel Station,3,351
3142,829,Bar,543,4611
3144,2621,Bar,168,2456
3145,31492,Scenic Lookout,0,66
3146,16003,Movie Theater,0,59
3147,34603,States and Municipalities,0,34
3149,20093,Donut Shop,3,335
3150,31503,Bar,45,478
3151,21749,"Cafe, Coffee, and Tea House",13,335
3152,3229,Restaurant,232,793
3154,6496,Bar,5,94
3155,31275,"Cafe, Coffee, and Tea House",45,1079
3156,25991,"Cafe, Coffee, and Tea House",7,313
3157,21149,Event Space,0,204
3158,1833,Restaurant,62,207
3160,9639,Bar,75,681
3161,14213,Park,5,324
3165,19812,Pharmacy,11,342
3166,24896,Design Studio,0,350
3167,10996,Spiritual Center,8,346
3169,33412,Government Building,0,29
3174,16573,Education,156,5354
3175,100,Performing Arts Venue,129,5341
3177,26389,Food and Beverage Retail,18,340
3178,35493,General Entertainment,70,6417
3186,7618,"Cafe, Coffee, and Tea House",321,6745
3191,35975,States and Municipalities,4,282
3193,1149,Restaurant,298,1089
3194,24853,Dessert Shop,24,1087
3195,33910,Bakery,20,1185
3196,6159,Education,63,1290
3197,1572,Restaurant,333,1196
3201,16070,Bowling Alley,0,144
3210,5065,"Cafe, Coffee, and Tea House",319,6617
3211,11775,Restaurant,1921,6222
3212,5949,"Cafe, Coffee, and Tea House",320,6760
3213,31763,Computers and Electronics Retail,42,5607
3214,11068,"Cafe, Coffee, and Tea House",272,5791
3219,4727,Bar,185,1054
3220,1481,Restaurant,313,1087
3221,5962,Restaurant,88,331
3222,3851,Restaurant,78,335
3230,14022,Restaurant,31,148
3233,31663,Other Great Outdoors,1,87
3235,36578,Hardware Store,0,195
3236,14618,Hobby Store,0,104
3237,10772,Hospital,1,256
3241,13447,Miscellaneous Store,4,312
3242,2343,"Cafe, Coffee, and Tea House",231,4942
3243,30570,Bar,607,5259
3247,18505,Bridge,0,57
3250,1859,Restaurant,335,1190
3255,9848,Restaurant,85,304
3258,22912,"Cafe, Coffee, and Tea House",15,340
3260,10866,Gym and Studio,124,4841
3261,10843,Gym and Studio,100,3896
3270,6587,Restaurant,1234,3913
3272,20282,Restaurant,1554,5191
3273,31096,Restaurant,1112,3739
3307,2684,Fashion Retail,227,4808
3308,17223,Fashion Retail,231,4915
3310,1857,Department Store,17,4894
3317,6036,Fashion Retail,207,4969
3325,279,Restaurant,2100,6681
3333,7385,Restaurant,74,261
3354,10512,Restaurant,1288,4306
3359,36563,Restaurant,1465,4641
3368,8457,Fashion Retail,226,4794
3372,8324,Restaurant,1141,3820
3421,3916,Bridge,7,2630
3425,1800,Restaurant,1374,4670
3426,1176,Museum,30,3189
3427,54,Restaurant,1336,4182
3428,3435,Restaurant,1776,5795
3429,2253,Flea Market,3,1047
3430,6868,Bar,482,4839
3431,10078,Night Club,45,5275
3432,7068,Night Club,43,4774
3443,5579,Stadium,12,241
3444,14682,Stadium,12,244
3445,875,Park,14,804
3446,26056,Stadium,12,244
3447,1185,Education,90,857
3449,2776,"Cafe, Coffee, and Tea House",274,5894
3450,7713,"Cafe, Coffee, and Tea House",251,5565
3451,414,Bar,602,5287
3453,6272,Performing Arts Venue,135,5270
3454,6738,Restaurant,1479,4668
3455,2620,Restaurant,88,315
3456,340,Restaurant,1823,5850
3457,31866,Performing Arts Venue,0,114
3458,2737,Performing Arts Venue,133,5677
3459,832,Bar,441,3754
3460,830,Pool Hall,3,5188
3461,947,Pool Hall,4,6628
3463,24198,Record Store,0,241
3510,18413,Restaurant,142,542
3511,12263,Structure,0,26
3516,36831,General Entertainment,15,2147
3527,4154,Restaurant,659,2333
3528,34732,Stable,0,40
3531,25659,Structure,55,2376
3534,37911,Other Great Outdoors,37,5601
3537,23687,Bookstore,21,6178
3538,515,Bar,391,4758
3540,36898,Restaurant,622,2099
3541,29086,Structure,149,6151
3542,33371,Structure,149,6161
3547,35876,Structure,14,798
3549,4617,Gym and Studio,16,874
3550,29382,Gym and Studio,16,874
3552,36086,Government Building,66,2467
3554,36350,Other Great Outdoors,8,851
3561,22889,Miscellaneous Store,15,2401
3562,8467,Restaurant,613,2203
3563,35501,Other Great Outdoors,24,2347
3565,10846,Pharmacy,90,5994
3566,18251,"Cafe, Coffee, and Tea House",287,6145
3568,25975,Restaurant,1832,5885
3569,26847,Food and Beverage Retail,119,6592
3570,33261,Department Store,16,6187
3571,32463,General Entertainment,5,1514
3572,7767,Cosmetics Store,2,880
3573,20973,Health and Beauty Service,18,901
3575,27637,Breakfast Spot,13,5869
3576,11807,Gift Store,16,5048
3577,3588,Performing Arts Venue,208,5132
3581,14337,Health and Beauty Service,115,4761
3582,1938,Movie Theater,22,5961
3583,488,Restaurant,1490,5114
3584,1506,Bar,644,5570
3589,849,Restaurant,610,2251
3591,10414,Restaurant,1443,4969
3592,8720,Bar,425,5031
3593,34966,Other Great Outdoors,1,114
3594,5658,Bar,435,5205
3595,11380,Flea Market,5,5446
3597,35357,Moving Target,3,937
3598,7293,Restaurant,1650,5614
3599,28267,Health and Beauty Service,189,6651
3600,6093,Vintage and Thrift Store,23,6515
3601,8526,Bar,539,6147
3608,29387,Gym and Studio,16,881
3611,660,Restaurant,225,949
3621,26558,Gym and Studio,17,949
3625,3520,Food and Beverage Retail,52,2379
3627,19508,Miscellaneous Store,5,979
3628,7248,Pharmacy,25,968
3629,5016,Restaurant,251,1002
3631,7197,Restaurant,281,1039
3632,36428,Dessert Shop,17,1117
3636,6558,Education,90,796
3638,12340,Health and Beauty Service,192,6205
3639,574,Restaurant,803,2885
3641,30586,Library,11,5972
3643,35861,Scenic Lookout,21,6421
3645,20416,Restaurant,625,2258
3647,9990,Cosmetics Store,37,4329
3649,27411,Retail,0,835
3655,33661,Moving Target,3,271
3657,14499,Park,98,3640
3658,28668,Business and Professional Services,0,76
3660,28,Dessert Shop,55,4181
3662,36657,Other Great Outdoors,37,4792
3664,32783,General Travel,6,1075
3665,12796,Restaurant,627,2266
3667,26429,Convenience Store,4,2595
3668,30408,Health and Beauty Service,167,5796
3670,26058,Fashion Retail,66,1844
3676,7652,Park,63,970
3677,3281,Park,65,943
3679,2133,Gym and Studio,60,2923
3707,14834,Food and Beverage Retail,42,1170
3749,13645,Sculpture Garden,5,954
3787,31717,Bar,385,4734
3788,25878,Restaurant,736,2734
3789,15930,Bar,725,6602
3790,29087,Restaurant,1477,5027
3791,24707,Restaurant,1366,4802
3792,14617,Physician,34,6385
3793,11153,Fashion Retail,286,5937
3794,8914,Health and Beauty Service,117,4789
3796,4516,Gym and Studio,106,4151
3828,4584,Restaurant,1490,5166
3860,17618,Financial Service,49,2864
3861,3190,Food and Beverage Retail,72,3200
3863,14361,Miscellaneous Store,20,3503
3864,82,Restaurant,570,2117
3865,21988,Bar,396,4763
3896,21164,Restaurant,1043,3851
3897,6398,Bar,393,4731
3936,19694,Shopping Mall,2,5301
3937,37394,Miscellaneous Store,13,1700
3938,7800,Fashion Retail,109,2509
3940,26939,Restaurant,1600,5373
3941,7796,Sporting Goods Retail,41,5676
3942,12914,Office Supply Store,12,4875
3946,6142,Restaurant,1439,4885
3998,9769,"Cafe, Coffee, and Tea House",222,4554
3999,4119,Restaurant,1408,4760
4003,14678,Restaurant,1528,5271
4039,2357,Plaza,31,5299
4040,7005,Fashion Retail,212,5267
4044,10196,Sporting Goods Retail,31,4859
4047,32295,Restaurant,54,232
4049,10202,"Cafe, Coffee, and Tea House",3,89
4051,27937,Restaurant,28,159
4052,10541,Automotive Shop,1,174
4053,13670,Government Building,1,141
4054,8494,Restaurant,42,174
4058,19761,Restaurant,22,123
4059,15142,Cosmetics Store,2,155
4060,11071,Fuel Station,3,114
4061,16916,General Entertainment,1,154
4062,32045,Structure,3,164
4063,9933,Restaurant,9,35
4066,32214,Restaurant,52,230
4067,19846,Baseball,2,79
4069,11802,Department Store,2,133
4070,8952,Hardware Store,1,71
4071,16099,Cemetery,0,117
4073,19241,Pharmacy,4,213
4075,20159,Sporting Goods Retail,9,284
4076,18638,Fashion Retail,41,284
4077,2031,Restaurant,59,283
4079,20571,General Entertainment,1,114
4080,11381,Cosmetics Store,2,145
4081,21261,Miscellaneous Store,1,146
4082,14292,Restaurant,22,123
4086,3686,Bridge,2,309
4088,10602,Race Track,4,79
4090,21175,Structure,1,80
4092,29157,Dessert Shop,2,159
4093,1780,Bar,3,97
4094,10572,Pharmacy,3,85
4095,15764,Restaurant,48,211
4097,21068,Arcade,8,2703
4098,17504,Education,1,103
4099,32702,Restaurant,29,165
4100,10203,Food and Beverage Retail,5,143
4101,33068,Bar,458,5481
4102,31917,Performing Arts Venue,216,5605
4105,26669,Breakfast Spot,0,190
4107,12035,Restaurant,60,273
4108,9813,Restaurant,9,50
4110,14809,Bridge,0,98
4112,28187,Education,3,228
4114,24889,Medical Center,2,21
4115,12673,Financial Service,2,60
4118,7662,Food and Beverage Retail,2,118
4119,14629,Shopping Mall,3,273
4120,23427,Bar,9,115
4121,17775,Scenic Lookout,1,115
4122,18708,Financial Service,6,117
4124,22183,States and Municipalities,12,5107
4126,1642,Park,13,196
4127,14539,Health and Beauty Service,1,124
4128,5468,Shopping Mall,0,135
4130,22625,Gym and Studio,2,129
4131,9499,Restaurant,14,77
4133,24153,Education,4,101
4134,31931,"Cafe, Coffee, and Tea House",0,13
4138,27415,Food Court,0,21
4139,8864,Bar,10,189
4140,12422,Restaurant,42,184
4151,1307,Bar,508,5510
4162,33129,Restaurant,40,172
4165,564,Restaurant,1378,4773
4175,24606,Restaurant,36,168
4177,20904,Bar,12,230
4178,26011,Bar,10,127
4187,29191,Bar,505,5811
4188,4392,Museum,15,2089
4191,5063,"Cafe, Coffee, and Tea House",214,4365
4192,8230,"Cafe, Coffee, and Tea House",265,5708
4196,249,Bar,592,6057
4215,8650,Bar,620,6268
4222,35707,Convention Center,22,4471
4226,11735,Education,12,185
4227,6862,Bar,72,889
4228,6796,Bar,12,230
4229,35109,General Entertainment,1,200
4230,8115,Bookstore,17,5841
4235,34180,Restaurant,51,221
4236,25963,Education,2,52
